# "DATUM_CODE","DATUM_NAME","DX","DY","DZ"
6193,"Manoca 1962","-70.9","-151.8","-41.4",,,,
6194,"Qornoq 1927",164,138,-189,,,,
6201,"Adindan",-166,-15,204,,,,
6203,"Australian Geodetic Datum 1984",-134,-48,149,,,,
6204,"Ain el Abd 1970",-143,-236,7,,,,
6205,"Afgooye",-43,-163,45,,,,
6207,"Lisbon 1937",-304046,-60576,"103.64",,,,
6208,"Aratu","-151.99","287.04","-147.45",,,,
6209,"Arc 1950",-143,-90,-294,,,,
6210,"Arc 1960",-160,-6,-302,,,,
6211,"Batavia",-377,681,-50,,,,
6212,"Barbados 1938","31.95","300.99","419.19",,,,
6213,"Beduaram",-106,-87,188,,,,
6214,"Beijing 1954","15.8","-154.4","-82.3",,,,
6216,"Bermuda 1957",-73,213,296,,,,
6218,"Bogota 1975",307,304,-318,,,,
6219,"Bukit Rimpah",-384,664,-48,,,,
6220,"Camacupa","-50.9","-347.6",-231,,,,
6221,"Campo Inchauspe",-148,136,90,,,,
6222,"Cape",-136,-108,-292,,,,
6223,"Carthage",-263,6,431,,,,
6224,"Chua",-134,229,-29,,,,
6225,"Corrego Alegre 1970-72",-206,172,-6,,,,
6227,"Deir ez Zor",-190421,8532,"238.69",,,,
6229,"Egypt 1907",-130,110,-13,,,,
6230,"European Datum 1950",-87,-98,-121,,,,
6232,"Fahud",-346,-1,224,,,,
6233,"Gandajika 1970",-133,-321,50,,,,
6236,"Hu Tzu Shan 1950",-637,-549,-203,,,,
6237,"Hungarian Datum 1972","52.17","-71.82","-14.9",,,,
6238,"Indonesian Datum 1974",-24,-15,5,,,,
6239,"Indian 1954",217,823,299,,,,
6240,"Indian 1975",210,814,289,,,,
6242,"Jamaica 1969",70,207,"389.5",,,,
6244,"Kandawala",-97,787,86,,,,
6245,"Kertau 1968",-11,851,5,,,,
6246,"Kuwait Oil Company","-294.7","-200.1","525.5",,,,
6247,"La Canoa","-273.5","110.6","-357.9",,,,
6248,"Provisional South American Datum 1956",-288,175,-376,,,,
6250,"Leigon",-130,29,364,,,,
6251,"Liberia 1964",-90,40,88,,,,
6253,"Luzon 1911",-133,-77,-51,,,,
6254,"Hito XVIII 1963",16,196,93,,,,
6255,"Herat North",-333,-222,114,,,,
6256,"Mahe 1971",41,-220,-134,,,,
6257,"Makassar","-587.8","519.75","145.76",,,,
6258,"European Terrestrial Reference System 1989",0,0,0,,,,
6259,"Malongo 1987","-254.1","-5.36","-100.29",,,,
6260,"Manoca","-70.9","-151.8","-41.4",,,,
6261,"Merchich",31,146,47,,,,
6262,"Massawa",639,405,60,,,,
6263,"Minna",-92,-93,122,,,,
6264,"Mhast","-252.95","-4.11","-96.38",,,,
6266,"M'poraloko",-74,-130,42,,,,
6269,"North American Datum 1983",0,0,0,,,,
6270,"Nahrwan 1967","-242.2","-144.9","370.3",,,,
6271,"Naparima 1972",-10,375,165,,,,
6274,"Datum 73",-223237,110193,36649,,,,
6275,"Nouvelle Triangulation Francaise",-168,-60,320,,,,
6282,"Congo 1960 Pointe Noire",-148,51,-291,,,,
6283,"Geocentric Datum of Australia 1994",0,0,0,,,,
6285,"Qatar 1974","-128.16","-282.42","21.93",,,,
6287,"Qornoq",164,138,-189,,,,
6291,"South American Datum 1969",-57,1,-41,,,,
6292,"Sapper Hill 1943",-355,21,72,,,,
6293,"Schwarzeck",616,97,-251,,,,
6294,"Segora",-403,684,41,,,,
6297,"Tananarive 1925",-189,-242,-91,,,,
6298,"Timbalai 1948",-679,669,-48,,,,
6301,"Tokyo",-146414,507337,680507,,,,
6302,"Trinidad 1903",-61702,284488,472052,,,,
6303,"Trucial Coast 1948",,,,,,,
6304,"Voirol 1875",-73,-247,227,,,,
6309,"Yacare",-155,171,37,,,,
6311,"Zanderij",-265,120,-358,,,,
6315,"Conakry 1905",-23,259,-9,,,,
6316,"Dealul Piscului 1930","103.25","-100.4","-307.19",,,,
6317,"Dealul Piscului 1970",28,-121,-77,,,,
6318,"National Geodetic Network","-3.2","-5.7","2.8",,,,
6319,"Kuwait Utility","-20.8","11.3","2.4",,,,
1038,"Reseau Geodesique de Saint Pierre et Miquelon 2006",0,0,0,,,,
1036,"Reseau Geodesique de Mayotte 2004",0,0,0,,,,
1037,"Cadastre 1997",-381788,-57501,-256673,,,,
1042,"Mexican Datum of 1993",0,0,0,,,,
1047,"Reseau de Reference des Antilles Francaises 1991",0,0,0,,,,
6601,"Antigua 1943",-255,-15,71,,,,
6602,"Dominica 1945",725,685,536,,,,
6603,"Grenada 1953",72,"213.7",93,,,,
6604,"Montserrat 1958",174,359,365,,,,
6605,"St. Kitts 1955",9,183,236,,,,
6606,"St. Lucia 1955",-149,128,296,,,,
6607,"St. Vincent 1945",195671,332517,274607,,,,
6612,"Japanese Geodetic Datum 2000",0,0,0,,,,
6613,"Gunung Segara",-403,684,41,,,,
6615,"Porto Santo 1936",-499,-249,314,,,,
6616,"Selvagem Grande",-289,-124,60,,,,
6140,"NAD83 Canadian Spatial Reference System",0,0,0,,,,
6618,"South American Datum 1969",-57,1,-41,,,,
6619,"SWEREF99",0,0,0,,,,
6620,"Point 58",-106,-129,165,,,,
6621,"Fort Marigot",137,248,-430,,,,
6622,"Guadeloupe 1948",-467,-16,-300,,,,
6623,"Centre Spatial Guyanais 1967",-186,230,110,,,,
6624,"Reseau Geodesique Francais Guyane 1995",0,0,0,,,,
6625,"Martinique 1938",186,482,151,,,,
6626,"Reunion 1947",94,-948,-1262,,,,
6627,"Reseau Geodesique de la Reunion 1992",0,0,0,,,,
6628,"Tahiti 52",162,117,154,,,,
6630,"IGN72 Nuku Hiva",84,274,65,,,,
6631,"K0 1949",145,-187,103,,,,
6632,"Combani 1950",-382,-59,-262,,,,
6633,"IGN56 Lifou","335.47","222.58","-230.94",,,,
6634,"IGN72 Grande Terre",-13,-348,292,,,,
6636,"Petrels 1972",365,194,166,,,,
6637,"Pointe Geologie Perroud 1950",325,154,172,,,,
6638,"Saint Pierre et Miquelon 1950",30,430,368,,,,
6639,"MOP78",253,-132,-127,,,,
6640,"Reseau de Reference des Antilles Francaises 1991",0,0,0,,,,
6641,"IGN53 Mare","287.58","177.78","-135.41",,,,
6642,"ST84 Ile des Pins",-13,-348,292,,,,
6644,"NEA74 Noumea","-10.18","-350.43","291.37",,,,
6645,"Reseau Geodesique Nouvelle Caledonie 1991",0,0,0,,,,
6646,"Grand Comoros",-963,510,-359,,,,
6657,"Reykjavik 1900",-28,199,5,,,,
6658,"Hjorsey 1955",-73,46,-86,,,,
6659,"Islands Net 1993",0,0,0,,,,
6661,"Latvia 1992",0,0,0,,,,
6634,"IGN72 Grande Terre","-11.64","-348.6","291.98",,,,
6663,"Porto Santo 1995",-502862,-247438,312724,,,,
6664,"Azores Oriental Islands 1995",-204619,140176,55226,,,,
6665,"Azores Central Islands 1995",-106226,166366,-37893,,,,
6666,"Lisbon 1890",508088,-191042,565223,,,,
6667,"Iraq-Kuwait Boundary Datum 1992",0,0,0,,,,
6668,"European Datum 1979",-86,-98,-119,,,,
6126,"Lithuania 1994 (ETRS89)",0,0,0,,,,
6670,"Istituto Geografico Militaire 1995",0,0,0,,,,
6672,"Chatham Islands Datum 1971",175,-38,113,,,,
6674,"Sistema de Referencia Geocentrico para las AmericaS 2000",0,0,0,,,,
6675,"Guam 1963",-100,-248,259,,,,
6678,"Lao National Datum 1997",44585,-131212,-39544,,,,
6679,"Jouik 1961","-80.01","253.26","291.19",,,,
6680,"Nouakchott 1965","124.5","-63.5",-281,,,,
6682,"Gulshan 303","283.7","735.9","261.1",,,,
6684,"Gan 1970",-133,-321,50,,,,
6686,"Marco Geocentrico Nacional de Referencia",0,0,0,,,,
6692,"Maupiti 83",217037,86959,23956,,,,
6693,"Nakhl-e Ghanem",0,"-0.15","0.68",,,,
6694,"Posiciones Geodesicas Argentinas 1994",0,0,0,,,,
6695,"Katanga 1955",-103746,-9614,"-255.95",,,,
6697,"IGC 1962 Arc of the 6th Parallel South",,,,,,,
6698,"IGN 1962 Kerguelen",145,-187,103,,,,
6699,"Le Pouce 1934","-770.1","158.4","-498.2",,,,
6701,"Institut Geographique du Congo Belge 1955","-79.9",-158,"-168.9",,,,
6702,"Mauritania 1999",0,0,0,,,,
6703,"Missao Hidrografico Angola y Sao Tome 1951",,,,,,,
6706,"Egypt Gulf of Suez S-650 TL","-146.21","112.63","4.05",,,,
6707,"Tern Island 1961",114,-116,-333,,,,
6708,"Cocos Islands 1965",-491,-22,435,,,,
6709,"Iwo Jima 1945",145,75,-272,,,,
6710,"St. Helena 1971",-320,550,-494,,,,
6711,"Marcus Island 1952",124,-234,-25,,,,
6712,"Ascension Island 1958",-205,107,53,,,,
6713,"Ayabelle Lighthouse",-79,-129,145,,,,
6714,"Bellevue",-127,-769,472,,,,
6715,"Camp Area Astro",-104,-129,239,,,,
6716,"Phoenix Islands 1966",298,-304,-375,,,,
6717,"Cape Canaveral",-2,151,181,,,,
6718,"Solomon 1968",230,-199,-752,,,,
6719,"Easter Island 1967",211,147,111,,,,
6721,"Fiji 1956",265025,384929,-194046,,,,
6722,"South Georgia 1968",-794,119,-298,,,,
6724,"Diego Garcia 1969",208,-435,-229,,,,
6725,"Johnston Island 1961",189,-79,-202,,,,
6727,"Midway 1961",403,-81,277,,,,
6728,"Pico de las Nieves 1984",-307,-92,127,,,,
6729,"Pitcairn 1967",185,165,42,,,,
6730,"Santo 1965",170,42,84,,,,
6731,"Viti Levu 1916",51,391,-36,,,,
6732,"Marshall Islands 1960",102,52,-38,,,,
6733,"Wake Island 1952",276,-57,149,,,,
6734,"Tristan 1968",-632,438,-609,,,,
6735,"Kusaie 1951",647,1777,-1124,,,,
6736,"Deception Island",260,12,-147,,,,
6737,"Geocentric datum of Korea",0,0,0,,,,
6739,"Hong Kong 1963(67)",-156,-271,-189,,,,
6742,"Geodetic Datum of Malaysia 2000",,,,,,,
6743,"Karbala 1979",70995,-335916,262898,,,,
6747,"Greenland 1996",0,0,0,,,,
6748,"Vanua Levu 1915",51,391,-36,,,,
6749,"Reseau Geodesique de Nouvelle Caledonie 91-93",0,0,0,,,,
6750,"ST87 Ouvea",-56263,16136,-22856,,,,
6752,"Viti Levu 1912",51,391,-36,,,,
6754,"Libyan Geodetic Datum 2006","-208.4058","-109.8777","-2.5764",,,,
6755,"Datum Geodesi Nasional 1995",0,0,0,,,,
6758,"Jamaica 2001",0,0,0,,,,
6759,"NAD83 (National Spatial Reference System 2007)",0,0,0,,,,
6761,"Croatian Terrestrial Reference System",0,0,0,,,,
6762,"Bermuda 2000",0,0,0,,,,
6763,"Pitcairn 2006",0,0,0,,,,
6764,"Ross Sea Region Geodetic Datum 2000",0,0,0,,,,
6765,"Slovenia Geodetic Datum 1996",0,0,0,,,,
6801,"CH1903 (Bern)","674.4","15.1","405.3",,,,
6802,"Bogota 1975 (Bogota)",307,304,-318,,,,
6803,"Lisbon 1937 (Lisbon)",-304046,-60576,"103.64",,,,
6804,"Makassar (Jakarta)","-587.8","519.75","145.76",,,,
6805,"Militar-Geographische Institut (Ferro)",682,-203,480,,,,
6807,"Nouvelle Triangulation Francaise (Paris)",-168,-60,320,,,,
6809,"Reseau National Belge 1950 (Brussels)",,,,,,,
6810,"Tananarive 1925 (Paris)",-189,-242,-91,,,,
6811,"Voirol 1875 (Paris)",-73,-247,227,,,,
6813,"Batavia (Jakarta)",-377,681,-50,,,,
6814,"Stockholm 1938 (Stockholm)",,,,,,,
6816,"Carthage (Paris)",-263,6,431,,,,
6818,"System Jednotne Trigonometricke Site Katastralni (Ferro)",589,76,480,,,,
6820,"Gunung Segara (Jakarta)",-403,684,41,,,,
6901,"Ancienne Triangulation Francaise (Paris)",,,,,,,
6904,"Lisbon 1890 (Lisbon)",508088,-191042,565223,,,,
1041,"Autonomous Regions of Portugal 2008",0,0,0,,,,
1057,"Turkish National Reference Frame",0,0,0,,,,
1058,"Bhutan National Geodetic Datum",0,0,0,,,,
1060,"Islands Net 2004",0,0,0,,,,
1062,"Posiciones Geodesicas Argentinas 2007",0,0,0,,,,
1063,"Marco Geodesico Nacional",0,0,0,,,,
1064,"SIRGAS-Chile",0,0,0,,,,
1065,"Costa Rica 2005",0,0,0,,,,
1066,"Sistema Geodesico Nacional de Panama MACARIO SOLIS",0,0,0,,,,
1067,"Peru96",0,0,0,,,,
1068,"SIRGAS-ROU98",0,0,0,,,,
1069,"SIRGAS_ES2007.8",0,0,0,,,,
1070,"Ocotepeque 1935","213.11","9.37","-74.95",,,,
1073,"Reseau Geodesique des Antilles Francaises 2009",0,0,0,,,,
1075,"South American Datum 1969(96)","-67.35","3.88","-38.22",,,,
1076,"Papua New Guinea Geodetic Datum 1994",0,0,0,,,,
1078,"Fehmarnbelt Datum 2010",0,0,0,,,,
1100,"Cayman Islands Geodetic Datum 2011",0,0,0,,,,
